"","Species","Order","Family","Genus","SV","presence","genome.assembly","ott_id","flags","tips","SV.not.in.figure","image.files","description","Source"
"634","Pareiorhaphis hystrix","Siluriformes","Loricariidae","Pareiorhaphis","unsure if P or SV (see https://www.researchgate.net/figure/Brain-gross-morphology-of-species-of-Pseudopimelodidae-in-ventral-view-A-Batrochoglanis_fig7_341803701 for other photos of catfish brains with both SV and P)","present","",108998,"","Pareiorhaphis hystrix","","Hisonotus notatus image ventral lateral","","doi/epdf/10.1111/jzs.12424"
"635","Rhinolekos britskii","Siluriformes","Loricariidae","Rhinolekos","unsure if P or SV (see https://www.researchgate.net/figure/Brain-gross-morphology-of-species-of-Pseudopimelodidae-in-ventral-view-A-Batrochoglanis_fig7_341803701 for other photos of catfish brains with both SV and P)","present","",3623092,"","Rhinolekos britskii","","Rhinolekos britskii image ventral lateral","","doi/epdf/10.1111/jzs.12424"
"636","Pimelodus argenteus","Siluriformes","Pimelodidae","Pimelodus","3","present","",987382,"","Pimelodus argenteus","","Pimelodus argenteus image ventral","","http://hdl.handle.net/11449/127758"
"637","Pimelodus maculatus","Siluriformes","Pimelodidae","Pimelodus",NA,"present","y",386663,"","Pimelodus maculatus","","Pimelodus maculatus image ventral","","http://hdl.handle.net/11449/127758"
"638","Rhinelepis aspera","Siluriformes","Loricariidae","Rhinelepis","unsure if P or SV (see https://www.researchgate.net/figure/Brain-gross-morphology-of-species-of-Pseudopimelodidae-in-ventral-view-A-Batrochoglanis_fig7_341803701 for other photos of catfish brains with both SV and P)","present","",1007247,"","Rhinelepis aspera","","Rhinelepis aspera image ventral lateral","","http://hdl.handle.net/11449/127758"
"639","Rineloricaria lanceolata","Siluriformes","Loricariidae","Rineloricaria","unsure if P or SV (see https://www.researchgate.net/figure/Brain-gross-morphology-of-species-of-Pseudopimelodidae-in-ventral-view-A-Batrochoglanis_fig7_341803701 for other photos of catfish brains with both SV and P)","present","",636429,"","Rineloricaria lanceolata","","Rineloricaria lanceolata image ventral lateral","","http://hdl.handle.net/11449/127758"
"640","Rineloricaria latirostris","Siluriformes","Loricariidae","Rineloricaria","unsure if P or SV (see https://www.researchgate.net/figure/Brain-gross-morphology-of-species-of-Pseudopimelodidae-in-ventral-view-A-Batrochoglanis_fig7_341803701 for other photos of catfish brains with both SV and P)","present","",3622736,"","Rineloricaria latirostris","","Rineloricaria latirostris image ventral lateral","","http://hdl.handle.net/11449/127758"
"641","Schizolecis guntheri",NA,NA,NA,"unsure if P or SV (see https://www.researchgate.net/figure/Brain-gross-morphology-of-species-of-Pseudopimelodidae-in-ventral-view-A-Batrochoglanis_fig7_341803701 for other photos of catfish brains with both SV and P)","present","",950003,"","Schizolecis guntheri","","Schizolecis guntheri image ventral lateral","","http://hdl.handle.net/11449/127758"
"642","Scleromystax barbatus","Siluriformes","Callichthyidae","Scleromystax","unsure if P or SV (see https://www.researchgate.net/figure/Brain-gross-morphology-of-species-of-Pseudopimelodidae-in-ventral-view-A-Batrochoglanis_fig7_341803701 for other photos of catfish brains with both SV and P)","present","",841695,"","Scleromystax barbatus","","Scleromystax barbatus image ventral lateral","","http://hdl.handle.net/11449/127758"
"643","Ictalurus punctatus","Siluriformes","Ictaluridae","Ictalurus","1","present","y",701523,"","Ictalurus punctatus","","ictalurus punctatus drawing ventral","The pituitary gland and the saccus vasculosus are relatively small relative to most teleosts.","chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://orbi.uliege.be/bitstream/2268/13224/1/2003Catfishes5.pdf"
"644","Gambusia affinis","Cyprinodontiformes","Poeciliidae","Gambusia","0","absent","y",617445,"","Gambusia affinis","y","Gambusia_affinis_image_lateral","","https://doi.org/10.1111/jzs.12544"
"645","Gambusia affinis","Cyprinodontiformes","Poeciliidae","Gambusia","0","absent","y",617445,"","Gambusia affinis","","Gambusia_affinis_cross_section","","https://doi.org/10.1016/j.jchemneu.2017.05.004"
"646","Gambusia affinis","Cyprinodontiformes","Poeciliidae","Gambusia","0","absent","y",617445,"","Gambusia affinis","","Gambusia affinis image ventral","","https://doi.org/10.1159/000522483"
"647","Perca fluviatilis","Perciformes/Percoidei","Percidae","Perca","3","present","y",186488,"","Perca fluviatilis","","","","https://books.google.ca/books?hl=en&lr=&id=7Lg3PBCmOrYC&oi=fnd&pg=PA1&dq=%22Gobius+niger%22+AND+(%22saccus+vasculosus%22&ots=a5Frn9qyLp&sig=s5xUVcv0JTZ7ID--5QfIsqs6gC0#v=onepage&q&f=false"
"648","Myoxocephalus scorpius","Perciformes/Cottoidei","Cottidae","Myoxocephalus","4","present","",942655,"","Myoxocephalus scorpius","","","","https://books.google.ca/books?hl=en&lr=&id=7Lg3PBCmOrYC&oi=fnd&pg=PA1&dq=%22Gobius+niger%22+AND+(%22saccus+vasculosus%22&ots=a5Frn9qyLp&sig=s5xUVcv0JTZ7ID--5QfIsqs6gC0#v=onepage&q&f=false"
"649","Zoarces viviparus","Perciformes/Zoarcoidei","Zoarcidae","Zoarces","4","present","y",752564,"","Zoarces viviparus","","","","https://books.google.ca/books?hl=en&lr=&id=7Lg3PBCmOrYC&oi=fnd&pg=PA1&dq=%22Gobius+niger%22+AND+(%22saccus+vasculosus%22&ots=a5Frn9qyLp&sig=s5xUVcv0JTZ7ID--5QfIsqs6gC0#v=onepage&q&f=false"
"650","Callionymus lyra","Callionymiformes","Callionymidae","Callionymus","3","present","",795408,"","Callionymus lyra","","","","https://books.google.ca/books?hl=en&lr=&id=7Lg3PBCmOrYC&oi=fnd&pg=PA1&dq=%22Gobius+niger%22+AND+(%22saccus+vasculosus%22&ots=a5Frn9qyLp&sig=s5xUVcv0JTZ7ID--5QfIsqs6gC0#v=onepage&q&f=false"
"651","Gobius niger","Gobiiformes","Gobiidae","Gobius",NA,"present","y",1054967,"","Gobius niger","","","","https://books.google.ca/books?hl=en&lr=&id=7Lg3PBCmOrYC&oi=fnd&pg=PA1&dq=%22Gobius+niger%22+AND+(%22saccus+vasculosus%22&ots=a5Frn9qyLp&sig=s5xUVcv0JTZ7ID--5QfIsqs6gC0#v=onepage&q&f=false"
"652","Gobius niger","Gobiiformes","Gobiidae","Gobius","3","present","y",1054967,"","Gobius niger","","gobius_niger_image_ventral","","https://ecoevorxiv.org/repository/object/4536/download/9110/"
"653","Symphodus melops","Eupercaria/misc","Labridae","Symphodus","4","present","",553191,"sibling_higher","Symphodus melops","","","","https://books.google.ca/books?hl=en&lr=&id=7Lg3PBCmOrYC&oi=fnd&pg=PA1&dq=%22Gobius+niger%22+AND+(%22saccus+vasculosus%22&ots=a5Frn9qyLp&sig=s5xUVcv0JTZ7ID--5QfIsqs6gC0#v=onepage&q&f=false"
"654","Labrus bergylta","Eupercaria/misc","Labridae","Labrus",NA,"present","",292710,"","Labrus bergylta","","","","https://books.google.ca/books?hl=en&lr=&id=7Lg3PBCmOrYC&oi=fnd&pg=PA1&dq=%22Gobius+niger%22+AND+(%22saccus+vasculosus%22&ots=a5Frn9qyLp&sig=s5xUVcv0JTZ7ID--5QfIsqs6gC0#v=onepage&q&f=false"
"655","Liparis liparis","Perciformes/Cottoidei","Liparidae","Liparis","3","present","",566839,"","Liparis liparis","","","","https://books.google.ca/books?hl=en&lr=&id=7Lg3PBCmOrYC&oi=fnd&pg=PA1&dq=%22Gobius+niger%22+AND+(%22saccus+vasculosus%22&ots=a5Frn9qyLp&sig=s5xUVcv0JTZ7ID--5QfIsqs6gC0#v=onepage&q&f=false"
"656","Pollachius virens","Gadiformes","Gadidae","Pollachius","4","present","",62649,"","Pollachius virens","","","","https://books.google.ca/books?hl=en&lr=&id=7Lg3PBCmOrYC&oi=fnd&pg=PA1&dq=%22Gobius+niger%22+AND+(%22saccus+vasculosus%22&ots=a5Frn9qyLp&sig=s5xUVcv0JTZ7ID--5QfIsqs6gC0#v=onepage&q&f=false"
"657","Raniceps raninus","Gadiformes","Ranicipitidae","Raniceps","1","present","",659845,"","Raniceps raninus","","","","https://books.google.ca/books?hl=en&lr=&id=7Lg3PBCmOrYC&oi=fnd&pg=PA1&dq=%22Gobius+niger%22+AND+(%22saccus+vasculosus%22&ots=a5Frn9qyLp&sig=s5xUVcv0JTZ7ID--5QfIsqs6gC0#v=onepage&q&f=false"
"658","Ictalurus lupus","Siluriformes","Ictaluridae","Ictalurus","1","present","",759352,"","Ictalurus lupus","","","","https://books.google.ca/books?hl=en&lr=&id=7Lg3PBCmOrYC&oi=fnd&pg=PA1&dq=%22Gobius+niger%22+AND+(%22saccus+vasculosus%22&ots=a5Frn9qyLp&sig=s5xUVcv0JTZ7ID--5QfIsqs6gC0#v=onepage&q&f=false"
"659","Coregonus lavaretus","Salmoniformes","Salmonidae","Coregonus","1","present","y",872355,"","Coregonus lavaretus","","","","https://books.google.ca/books?hl=en&lr=&id=7Lg3PBCmOrYC&oi=fnd&pg=PA1&dq=%22Gobius+niger%22+AND+(%22saccus+vasculosus%22&ots=a5Frn9qyLp&sig=s5xUVcv0JTZ7ID--5QfIsqs6gC0#v=onepage&q&f=false"
"660","Hippoglossus hippoglossus","Pleuronectiformes","Pleuronectidae","Hippoglossus","4","present","",408328,"","Hippoglossus hippoglossus","","","","https://books.google.ca/books?hl=en&lr=&id=7Lg3PBCmOrYC&oi=fnd&pg=PA1&dq=%22Gobius+niger%22+AND+(%22saccus+vasculosus%22&ots=a5Frn9qyLp&sig=s5xUVcv0JTZ7ID--5QfIsqs6gC0#v=onepage&q&f=false"
"661","Esox lucius","Esociformes","Esocidae","Esox","0","absent","y",739941,"","Esox lucius","","","","https://books.google.ca/books?hl=en&lr=&id=7Lg3PBCmOrYC&oi=fnd&pg=PA1&dq=%22Gobius+niger%22+AND+(%22saccus+vasculosus%22&ots=a5Frn9qyLp&sig=s5xUVcv0JTZ7ID--5QfIsqs6gC0#v=onepage&q&f=false"
"662","Clupea harengus","Clupeiformes","Clupeidae","Clupea",NA,"present","y",1005932,"","Clupea harengus","","","","https://books.google.ca/books?hl=en&lr=&id=7Lg3PBCmOrYC&oi=fnd&pg=PA1&dq=%22Gobius+niger%22+AND+(%22saccus+vasculosus%22&ots=a5Frn9qyLp&sig=s5xUVcv0JTZ7ID--5QfIsqs6gC0#v=onepage&q&f=false"
"663","Merlangius merlangus","Gadiformes","Gadidae","Merlangius","3","present","",635911,"","Merlangius merlangus","","Gadus_merlangus_image_sagittal","","https://sci-hub.se/10.1007/BF02117349"
"664","Iniistius pavo","Eupercaria/misc","Labridae","Iniistius",NA,"present","",839457,"","Iniistius pavo","","Crenilabrus_pavo_sagittal_image","","https://sci-hub.se/10.1007/BF02117349"
"665","Raja asterias","Rajiformes","Rajidae","Raja",NA,"present","",884658,"","Raja asterias","","Raja_punctata_image_sagittal","","https://sci-hub.se/10.1007/BF02117349"
"666","Cyprinus carpio","Cypriniformes","Cyprinidae","Cyprinus","0","absent","y",429083,"","Cyprinus carpio","","","A careful review of the available animal material, including extensive control through sagittal series, revealed a complete absence of the saccus vasculosus sensu strictiori in all vertebrate genera except fish, of which it could not be detected in Cyprinus carpio, Cobitis tania, Belonae acus, Lepadogaster gouanii, or cyprinoids.","https://sci-hub.se/10.1007/BF02117349"
"667","Cobitis taenia","Cypriniformes","Cobitidae","Cobitis","0","absent","",14761,"","Cobitis taenia","","","A careful review of the available animal material, including extensive control through sagittal series, revealed a complete absence of the saccus vasculosus sensu strictiori in all vertebrate genera except fish, of which it could not be detected in Cyprinus carpio, Cobitis tania, Belonae acus, Lepadogaster gouanii, or cyprinoids.","https://sci-hub.se/10.1007/BF02117349"
"668","Belone belone","Beloniformes","Belonidae","Belone","0","absent","",6991,"","Belone belone","","","A careful review of the available animal material, including extensive control through sagittal series, revealed a complete absence of the saccus vasculosus sensu strictiori in all vertebrate genera except fish, of which it could not be detected in Cyprinus carpio, Cobitis tania, Belonae acus, Lepadogaster gouanii, or cyprinoids.","https://sci-hub.se/10.1007/BF02117349"
"669","Lepadogaster lepadogaster","Gobiesociformes","Gobiesocidae","Lepadogaster","0","absent","",719435,"","Lepadogaster lepadogaster","","","A careful review of the available animal material, including extensive control through sagittal series, revealed a complete absence of the saccus vasculosus sensu strictiori in all vertebrate genera except fish, of which it could not be detected in Cyprinus carpio, Cobitis tania, Belonae acus, Lepadogaster gouanii, or cyprinoids.","https://sci-hub.se/10.1007/BF02117349"
"670","Sinibotia reevesae","Cypriniformes","Botiidae","Sinibotia","1","present","",3627672,"","Sinibotia reevesae","","Sinibotia_reevesae_cross_section Sinibotia_reevesae_cross_section","","10.7541/2020.014"
"671","Silurus glanis","Siluriformes","Siluridae","Silurus",NA,"present","y",272344,"","Silurus glanis","","","The corpora do not begin on the ventral side of the brain, but leave space for the saccus vasculosus.","https://publikacio.uni-eszterhazy.hu/3729/1/Bende_479-515.pdf"
"672","Myxine glutinosa","Myxiniformes","Myxinidae","Myxine","0","absent","",852683,"","Myxine glutinosa","","Myxine glutinosa drawing ventral","","https://www.vliz.be/imisdocs/publications/286276.pdf"
"673","Haplochromis burtoni",NA,NA,NA,NA,"present","y",710025,"sibling_higher","Haplochromis burtoni","","Haplochromis_burtoni_image_sagittal","A small, dense, vascular organ, termed the vascular sac (VS, Fig. 2), lies on the midline adjacent to the ventricle. It is included in the caudal hypothalamus as in Braford and Northcutt ('83). This nucleus, of unknown function, varies in size and structure enormously among teleosts although it is relatively similar in all elasmobranchs (e.g., Harder, '75). In H. burton4 it is a very small structure with folded laminae most visible in parasagittal section. Although the VS is small in H. burtoni relative to other species the nucleus is clearly present, contrary to Laming's ('70) claim that it does not exist in Haplochromis sp.","https://doi.org/10.1002/cne.902380207"
"674","Hypomesus japonicus","Osmeriformes","Osmeridae","Hypomesus","3","present","",664219,"","Hypomesus japonicus","","Hypomesus japonicus drawing_ventral","","chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://www.jstage.jst.go.jp/article/jji1950/7/2-4/7_2-4_39/_pdf"
"675","Aotus sp.",NA,NA,NA,"3","present","",784295,"not_otu","Aotus sp.","","Cottus sp. drawing ventral","","chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://www.jstage.jst.go.jp/article/jji1950/7/2-4/7_2-4_39/_pdf"
"676","Parupeneus multifasciatus","Mulliformes","Mullidae","Parupeneus","0","absent","",295485,"","Parupeneus multifasciatus","","Parupeneus multifasciatus image ventral lateral","Inferior lobe or hypothalamic inferior lobe: the inferior lobe did not include the vascular sac and hypophysis.","https://doi.org/10.1159/000356787"
"677","Heterotis niloticus","Osteoglossiformes","Arapaimidae","Heterotis","0","absent","y",916703,"","Heterotis niloticus","","Heterotis niloticus drawing ventral","","https://doi.org/10.1007/BF00004638"
"678","Hippocampus barbouri","Syngnathiformes","Syngnathidae","Hippocampus","1","present","y",279994,"","Hippocampus barbouri","","Hippocampus_barbouri micrograph","The saccus vasculosus was a small and capsule-like structure located in the caudal region of the hypothalamus. Histological evaluation showed that it is surrounded by a meninx primitiva, a highly vascularized endomeninx (Fig. 28). Extensive folds were observed in the epithelium (Fig. 28). Coronet cells with a basally located nuclei and supporting glial cells were attached to the epithelium (Fig. 29).","https://doi.org/10.3897/zoologia.37.e53734"
"679","Hippocampus guttulatus","Syngnathiformes","Syngnathidae","Hippocampus",NA,"present","y",630164,"","Hippocampus guttulatus","","Hippocampus guttulatus sagittal image","Dorsal to the pituitary gland, a vascularized folded epithelium, the saccus vasculosus, was observed (Figure 1(c)). At 354 D°eff, the cerebellum comprised most of the metencephalon.","https://doi.org/10.1111/jfb.13668"
"680","Pseudopleuronectes americanus","Pleuronectiformes","Pleuronectidae","Pseudopleuronectes","1","present","y",261419,"","Pseudopleuronectes americanus","","Pseudopleuronectes americanus cross section","","https://doi.org/10.1002/cne.902250403"
"681","Trematomus bernacchii","Perciformes/Notothenioidei","Nototheniidae","Trematomus","3.5","present","y",985361,"","Trematomus bernacchii","","Trematomus bernacchii drawing sagittal","","https://doi.org/10.1007/s00300-004-0666-5"
"682","Huso huso","Acipenseriformes","Acipenseridae","Huso","present ","present","y",751886,"","Huso huso","","Huso huso image histology","","https://doi.org/10.1007/s12565-015-0307-9"
"683","Coryphaena hippurus","Carangiformes","Coryphaenidae","Coryphaena","0","absent","",223663,"","Coryphaena hippurus","y","Coryphaena hippurus image ventral","","https://doi.org/10.1111/j.0022-1112.2006.00940.x"
"684","Lepidocybium flavobrunneum","Scombriformes","Gempylidae","Lepidocybium","0","absent","",24770,"","Lepidocybium flavobrunneum","y","Lepidocybium flavobrunneum image ventral","","https://doi.org/10.1111/j.0022-1112.2006.00940.x"
"685","Katsuwonus pelamis","Scombriformes","Scombridae","Katsuwonus","0","absent","y",308754,"","Katsuwonus pelamis","y","Katsuwonus pelamis image ventral","","https://doi.org/10.1111/j.0022-1112.2006.00940.x"
"686","Tetrapturus angustirostris","Carangiformes","Istiophoridae","Tetrapturus","0","absent","",665887,"","Tetrapturus angustirostris","y","Tetrapturus angustirostris image ventral","","https://doi.org/10.1111/j.0022-1112.2006.00940.x"
"687","Kajikia audax","Carangiformes","Istiophoridae","Kajikia","0","absent","",665891,"","Kajikia audax","y","Tetrapturus audax image ventral","","https://doi.org/10.1111/j.0022-1112.2006.00940.x"
"688","Xiphias gladius","Carangiformes","Xiphiidae","Xiphias","0","absent","",358621,"","Xiphias gladius","y","Xiphiasgladius image ventral","","https://doi.org/10.1111/j.0022-1112.2006.00940.x"
"689","Alopias superciliosus","Lamniformes","Alopiidae","Alopias","0","absent","",73666,"","Alopias superciliosus","y","Alopias superciliosus image ventral","","https://doi.org/10.1111/j.0022-1112.2006.00940.x"
"690","Pseudocarcharias kamoharai","Lamniformes","Pseudocarchariidae","Pseudocarcharias","0","absent","",647448,"","Pseudocarcharias kamoharai","y","Pseudocarcharias kamoharai image ventral","","https://doi.org/10.1111/j.0022-1112.2006.00940.x"
"691","Prionace glauca","Carcharhiniformes","Carcharhinidae","Prionace","0","absent","",361523,"","Prionace glauca","y","Prionace glauca image ventral","","https://doi.org/10.1111/j.0022-1112.2006.00940.x"
"692","Carcharhinus falciformis","Carcharhiniformes","Carcharhinidae","Carcharhinus","0","absent","",787198,"","Carcharhinus falciformis","y","Carcharhinus falciformis image ventral","","https://doi.org/10.1111/j.0022-1112.2006.00940.x"
"693","Thunnus thynnus","Scombriformes","Scombridae","Thunnus","0","absent","y",833184,"","Thunnus thynnus","","Thunnus thynnus image lateral ventral","","https://doi.org/10.4081/1182"
"694","Kryptolebias marmoratus","Cyprinodontiformes","Rivulidae","Kryptolebias","0","absent","y",229709,"","Kryptolebias marmoratus","","Kryptolebias marmoratus drawing sagittal","","https://doi.org/10.1007/s10695-018-0601-2"
"695","Labeo rohita","Cypriniformes","Cyprinidae","Labeo",NA,"present","y",160616,"sibling_higher","Labeo rohita","","","Reproductive seasonality in fish is reported to be controlled by hypothalamus/ SV organ which acts as a sensor of seasonal changes in day length [29]. Existence of this organ is already reported in Labeo rohita [59]","https://doi.org/10.1186/s12864-021-08001-6"
"696","Lates calcarifer","Carangaria/misc","Latidae","Lates",NA,"present","y",437601,"incertae_sedis_inherited","Lates calcarifer","","","It formed from pineal gland around third ventricle, thalamus, hypothalamus, and pituitary gland and saccus vasculosus. T","https://www.researchgate.net/profile/Sivakumar-Jayaprakash/publication/365211629_A_Study_on_Anatomical_and_Histological_Characterization_of_Juvenile_Asian_Seabass_Lates_calcarifer_Bloch_1790/links/636b46d154eb5f547cb78fed/A-Study-on-Anatomical-and-Histological-Characterization-of-Juvenile-Asian-Seabass-Lates-calcarifer-Bloch-1790.pdf"
"697","Sparus aurata","Eupercaria/misc","Sparidae","Sparus",NA,"present","y",760723,"","Sparus aurata","","","Immunostaining was also found in saccus vasculosus, thymus, spleen and ovary. The function of the saccus has been suggested to be
mainly concerned with homeostasis of the cerebrospinal
fluid; others have suggested that it may be concerned with
osmoregulation via the activity of ATPase enzymes involved in transport of Na+/K+ and Mg2+/Ca2+ (Jansen
et al. 1981). Observations of the presence of immunoreactive IGF-II (present study) and IGF-I (G Radaelli, M
Patruno, L Maccatrozzo & B Funkenstein, unpublished
observations) in the saccus of S. aurata, together with
previous reports on immunoreactive prolactin receptors in
this organ of S. aurata (Santos et al. 2001) further support
a role in osmoregulation.","https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=13ec4f183ab189823ae273facd7993d7993f1a12"
"698","Sparus aurata","Eupercaria/misc","Sparidae","Sparus",NA,"present","y",760723,"","Sparus aurata","","","In the adult, immunostaining with IGFBP-2 antibody was also found in the saccus vasculosus, ovary and testis.","https://doi.org/10.1007/s00441-004-0952-0"
"699","Lateolabrax maculatus",NA,NA,NA,NA,"present","y",331155,"","Lateolabrax maculatus","","","A decreasing expression trend of LmDyn in the hypothalamus, pituitary, saccus vasculosus, and gonads was observed from stage I to stage V. Photoperiodic experiments in vivo and in vitro showed that the LmDyn expression level in the hypothalamus and saccus vasculosus was higher under long-day photoperiod treatment (16 h light:8 h dark) and lower under short-day photoperiod treatment (8 h light:16 h dark).","http://dx.doi.org/10.2139/ssrn.4956930"
"700","Lateolabrax maculatus",NA,NA,NA,NA,"present","y",331155,"","Lateolabrax maculatus","","","
The shortened light cycle of 8L:16D significantly upregulates the expression of LmGnRH2 in the hypothalamus, pituitary, saccus vasculosus, and gonads.
•
The saccus vasculosus could potentially act as an organ to regulate the photoperiod in fish.
","https://doi.org/10.1016/j.genrep.2024.101916"
"701","Oncorhynchus nerka","Salmoniformes","Salmonidae","Oncorhynchus","3","present","y",165375,"","Oncorhynchus nerka","","Oncorhynchus nerka drawing lateral ventral","","https://jsnfri.fra.affrc.go.jp/publication/nenpou/nenpou-3,97-116.pdf"
"702","Oncorhynchus gorbuscha","Salmoniformes","Salmonidae","Oncorhynchus","1","present","y",739927,"","Oncorhynchus gorbuscha","","Oncorhynchus gorbuscha drawing lateral ventral","","https://jsnfri.fra.affrc.go.jp/publication/nenpou/nenpou-3,97-116.pdf"
"703","Oncorhynchus keta","Salmoniformes","Salmonidae","Oncorhynchus","1","present","y",739921,"","Oncorhynchus keta","","Oncorhynchus keta drawing lateral ventral","","https://jsnfri.fra.affrc.go.jp/publication/nenpou/nenpou-3,97-116.pdf"
"704","Oncorhynchus masou masou",NA,NA,NA,"1","present","y",207835,"infraspecific","Oncorhynchus masou masou","","Oncorhynchus masou masou drawing lateral ventral","","https://jsnfri.fra.affrc.go.jp/publication/nenpou/nenpou-3,97-116.pdf"
"705","Salvelinus leucomaenis pluvius",NA,NA,NA,"3","present","",688314,"infraspecific","Salvelinus leucomaenis pluvius","","Salvelinus pluvius drawing lateral ventral","","https://jsnfri.fra.affrc.go.jp/publication/nenpou/nenpou-3,97-116.pdf"
"706","Lepomis cyanellus","Centrarchiformes","Centrarchidae","Lepomis","0","absent","",476361,"","Lepomis cyanellus","y","Lepomis Cyanellus cross sections","","https://doi.org/10.1242/jeb.84.1.149"
"707","Lepomis macrochirus","Centrarchiformes","Centrarchidae","Lepomis","0","absent","y",836783,"","Lepomis macrochirus","y","Lepomis Macrochirus_cross_sections","","https://doi.org/10.1242/jeb.84.1.149"
"708","Clarias gariepinus","Siluriformes","Clariidae","Clarias",NA,"present","y",240811,"","Clarias gariepinus","","","These cells (diameter 8-9 lam) were globular, strongly immunostained and situated more ventrally than the actual NRP, i.e. on either side of the saccus vasculosus (Fig. 19).","https://doi.org/10.1016/0891-0618(91)90033-9"
"709","Atractosteus tropicus","Lepisosteiformes","Lepisosteidae","Atractosteus","1","present","",124014,"","Atractosteus tropicus","","Atractosteus tropicus drawing sagittal Atractosteus tropicus image sagittal","The saccus vasculosus was located posterior to the pituitary (Fig. 1C). This organ was easily recognized due to its high vascularization and the presence of coronet cells, characterized by an apical crown of globuletipped cilia protruding into the third ventricle. Supporting cells were also present in this structure, characterized by their apical and triangular nuclei (Fig. 1G, H). The saccus vasculosus microphotograph was taken in a more parasagittal section than the pituitary gland microphotograph and the dashed box indicates the region
of the saccus vasculosus. 
described for teleost and cartilaginous fishes (Von Mecklenburg, 1974,
Tsuneki, 1992)","https://doi.org/10.1016/j.ygcen.2020.113623"
"710","Lepisosteus oculatus","Lepisosteiformes","Lepisosteidae","Lepisosteus","0","absent","y",1028028,"","Lepisosteus oculatus","y","Lepisosteus oculatus_sagittal_drawing Lepisosteus oculatus_cross_sections","","https://doi.org/10.1016/j.ygcen.2005.02.010"
"711","Lepomis macrochirus","Centrarchiformes","Centrarchidae","Lepomis","1","present","y",836783,"","Lepomis macrochirus","","Lepomis macrochirus cross section Lepomis macrochirus cross sections","","https://doi.org/10.1002/cne.901430102"
"712","Eptatretus atami","Myxiniformes","Myxinidae","Eptatretus","0","absent","",995305,"","Eptatretus atami","","Paramyxine_atami_cross_sections Paramyxine_atami_drawing_sagittal","","https://doi.org/10.1007/BF00318615"
"713","Hydrolagus colliei","Chimaeriformes","Chimaeridae","Hydrolagus","3","present","",29493,"extinct_inherited, incertae_sedis","Hydrolagus colliei","","Hydrolagus colliei_drawing_sagittal","","https://doi.org/10.1016/S0016-6480(66)80035-7"
"714","Macropodus opercularis","Anabantiformes","Osphronemidae","Macropodus","0","absent","y",1033367,"","Macropodus opercularis","","Macropodus_opercularis_sagittal_drawing Macropodus_opercularis_cross_section4 Macropodus_opercularis_cross_section5 Macropodus_opercularis_horizontal_section","","https://doi.org/10.1016/0016-6480(77)90108-3"
"715","Poecilia mexicana","Cyprinodontiformes","Poeciliidae","Poecilia","0","absent","y",6465,"","Poecilia mexicana","y","Poecilia mexicana image ventral Poecilia mexicana image ventral2 Poecilia mexicana image ventral3","","DOI:10.1371/journal.pone.0027734"
"716","Brycon orbignyanus","Characiformes","Bryconidae","Brycon","3","present","",206748,"","Brycon orbignyanus","","orbignyanus lateral ventral drawing","","https://doi.org/10.1590/1982-0224-20150051"
"717","Cyprinus carpio","Cypriniformes","Cyprinidae","Cyprinus","0","absent","y",429083,"","Cyprinus carpio","","Cyprinus carpio lateral ventral drawing","","https://doi.org/10.1590/1982-0224-20150051"
"718","Diplomystes mesembrinus",NA,NA,NA,"0","absent","",536094,"","Diplomystes mesembrinus","","Diplomystes mesembrinus lateral ventral drawing","","https://doi.org/10.1590/1982-0224-20150051"
"719","Gymnotus carapo","Gymnotiformes","Gymnotidae","Gymnotus","","present","",445408,"","Gymnotus carapo","","Gymnotus carapo lateral ventral drawing","","https://doi.org/10.1590/1982-0224-20150051"
"720","Parablennius incognitus","Blenniiformes","Blenniidae","Parablennius",NA,"present","",586329,"","Parablennius incognitus","","Blennius incognitus cross section lateral drawing","","https://doi.org/10.1007/978-3-030-41675-1_6

"
"721","Totoaba macdonaldi","Eupercaria/misc","Sciaenidae","Totoaba","3","present","",750990,"","Totoaba macdonaldi","","Totoaba macdonaldi cross section","","https://doi.org/10.1038/s41598-023-49041-0"
"722","Chaetodon multicinctus","Acanthuriformes","Chaetodontidae","Chaetodon",NA,"present","",766709,"","Chaetodon multicinctus","","Chaetodon multicinctus and Chaetodon miliaris cross section","","https://doi.org/10.1111/j.1365-2826.2008.01798.x"
"723","Chaetodon miliaris","Acanthuriformes","Chaetodontidae","Chaetodon",NA,"present","",766706,"","Chaetodon miliaris","","Chaetodon multicinctus and Chaetodon miliaris cross section","","https://doi.org/10.1111/j.1365-2826.2008.01798.x"
"724","Salmo salar","Salmoniformes","Salmonidae","Salmo","3","present","y",688328,"","Salmo salar","","Salmo salar image sagittal","","https://doi.org/10.1111/jzo.12392"
"725","Ameiurus nebulosus","Siluriformes","Ictaluridae","Ameiurus","3","present","",804481,"","Ameiurus nebulosus","","Ictalurus nebulosus drawing Ictalurus nebulosus cross section","","https://doi.org/10.1111/j.1463-6395.1982.tb00758.x"
